"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC01WQ","11/17/88","16:50:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","1.1","Final","Actual"
"21NC01WQ","11/17/88","16:50:00","","","21NC01WQ-J1330000","","","Orthophosphate as P","Total","0.86","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","62.6","Final","Calculated"
"21NC01WQ","11/17/88","16:50:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","5.5","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","24","Final","Actual"
"21NC01WQ","10/18/88","10:25:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","3.3","Final","Actual"
"21NC01WQ","11/17/88","16:50:00","","","21NC01WQ-J1330000","","","Turbidity","Total","17","Final","Actual"
"21NC01WQ","12/21/88","10:00:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","48.2","Final","Calculated"
"21NC01WQ","3/16/87","9:20:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","2.3","Final","Actual"
"21NC01WQ","4/19/92","13:40:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","59.9","Final","Calculated"
"21NC01WQ","7/26/84","10:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","75.2","Final","Calculated"
"21NC01WQ","5/5/89","10:30:00","","","21NC01WQ-J1330000","","","pH","Total","7.3","Final","Actual"
"21NC01WQ","7/26/84","10:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","32.9","Final","Calculated"
"21NC01WQ","5/25/78","13:45:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","2.3","Final","Actual"
"21NC01WQ","7/26/84","10:30:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","6.7","Final","Actual"
"21NC01WQ","3/8/84","10:50:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","41","Final","Calculated"
"21NC01WQ","3/8/84","10:50:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","100","Final","Actual"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","5.6","Final","Actual"
"21NC01WQ","3/27/89","13:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","53.6","Final","Calculated"
"21NC01WQ","2/2/89","15:06:00","","","21NC01WQ-J1330000","","","Turbidity","Total","6","Final","Actual"
"21NC01WQ","12/12/85","11:15:00","","","21NC01WQ-J1330000","","","Flow"," ","29","Final","Actual"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Turbidity","Total","4.6","Final","Actual"
"21NC01WQ","10/14/87","14:40:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","5.5","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","410","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","17","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7.5","Final","Actual"
"21NC01WQ","1/11/83","11:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","50","Final","Calculated"
"21NC01WQ","8/28/90","13:45:00","","","21NC01WQ-J1330000","","","Kjeldahl nitrogen","Total","1.3","Final","Actual"
"21NC01WQ","10/14/87","14:40:00","","","21NC01WQ-J1330000","","","Orthophosphate as P","Total","4.8","Final","Actual"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","65.4","Final","Calculated"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","370","Final","Actual"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","pH","Total","7","Final","Actual"
"21NC01WQ","11/27/79","10:15:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","1","Final","Actual"
"21NC01WQ","2/2/89","15:06:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","3","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","12","Final","Actual"
"21NC01WQ","10/26/89","10:35:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7.5","Final","Actual"
"21NC01WQ","2/2/89","15:06:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","380","Final","Actual"
"21NC01WQ","2/2/89","15:06:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","60.8","Final","Calculated"
"21NC01WQ","12/15/83","11:00:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","195","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.7","Final","Actual"
"21NC01WQ","3/17/86","10:50:00","","","21NC01WQ-J1330000","","","Flow"," ","31","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","33.8","Final","Calculated"
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","2.3","Final","Actual"
"21NC01WQ","12/15/83","11:00:00","","","21NC01WQ-J1330000","","","pH","Total","7","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","","","21NC01WQ-J1330000","","","Turbidity","Total","150","Final","Actual"
"21NC01WQ","10/22/85","11:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","8","Final","Actual"
"21NC01WQ","12/15/83","11:00:00","","","21NC01WQ-J1330000","","","Total volatile solids","Total","70","Final","Actual"
"21NC01WQ","3/19/85","10:30:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","5.3","Final","Actual"
"21NC01WQ","11/13/84","11:00:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","6.2","Final","Actual"
"21NC01WQ","11/13/84","11:00:00","","","21NC01WQ-J1330000","","","Total volatile solids","Non-filterable","3","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Flow"," ","1060","Final","Actual"
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","10.2","Final","Actual"
"21NC01WQ","1/11/89","14:45:00","","","21NC01WQ-J1330000","","","pH","Total","7.2","Final","Actual"
"21NC01WQ","6/24/87","15:45:00","","","21NC01WQ-J1330000","","","Kjeldahl nitrogen","Total","2.1","Final","Actual"
"21NC01WQ","4/7/87","8:45:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","50","Final","Calculated"
"21NC01WQ","3/19/85","10:30:00","","","21NC01WQ-J1330000","","","pH","Total","7.2","Final","Actual"
"21NC01WQ","9/23/87","12:20:00","","","21NC01WQ-J1330000","","","pH","Total","7.55","Final","Actual"
"21NC01WQ","9/23/87","12:20:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","14","Final","Actual"
"21NC01WQ","10/26/84","11:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","75.2","Final","Calculated"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","41","Final","Calculated"
"21NC01WQ","10/22/85","11:30:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","18","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","106.9","Final","Calculated"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Kjeldahl nitrogen","Total","2.4","Final","Actual"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.32","Final","Actual"
"21NC01WQ","6/24/87","15:45:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","75.2","Final","Calculated"
"21NC01WQ","11/17/83","11:50:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","48.2","Final","Calculated"
"21NC01WQ","1/22/85","11:40:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","18","Final","Actual"
"21NC01WQ","2/3/83","11:25:00","","","21NC01WQ-J1330000","","","Total volatile solids","Non-filterable","11","Final","Actual"
"21NC01WQ","2/20/86","11:05:00","","","21NC01WQ-J1330000","","","Kjeldahl nitrogen","Total","11","Final","Actual"
"21NC01WQ","7/20/83","11:00:00","","","21NC01WQ-J1330000","","","Orthophosphate as P","Total","4.8","Final","Actual"
"21NC01WQ","1/13/86","11:00:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","5.2","Final","Actual"
"21NC01WQ","10/14/87","14:40:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","40.4","Final","Calculated"
"21NC01WQ","2/25/88","14:25:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","415","Final","Actual"
"21NC01WQ","4/6/89","12:40:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","1.7","Final","Actual"
"21NC01WQ","10/13/83","11:00:00","","","21NC01WQ-J1330000","","","pH","Total","6.7","Final","Actual"
"21NC01WQ","8/28/90","13:45:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","5.6","Final","Actual"
"21NC01WQ","7/17/85","10:40:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","260","Final","Actual"
"21NC01WQ","10/22/90","12:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7.5","Final","Actual"
"21NC01WQ","7/24/72","13:45:00","","","21NC01WQ-J1330000","","","pH","Total","7.1","Final","Actual"
"21NC01WQ","2/14/95","15:15:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","12.9","Final","Actual"
"21NC01WQ","9/19/90","11:45:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7","Final","Actual"
"21NC01WQ","7/16/96","14:10:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","350","Final","Actual"
"21NC01WQ","9/19/96","15:40:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","312","Final","Actual"
"21NC01WQ","11/18/87","15:40:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","299","Final","Actual"
"21NC01WQ","11/23/76","0:00:00","","","21NC01WQ-J1330000","","","pH","Total","6.7","Final","Actual"
"21NC01WQ","8/19/96","15:20:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","381","Final","Actual"
"21NC01WQ","7/7/70","9:35:00","","","21NC01WQ-J1330000","","","pH","Total","7.1","Final","Actual"
"21NC01WQ","3/16/88","14:20:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","408","Final","Actual"
"21NC01WQ","6/24/91","13:55:00","","","21NC01WQ-J1330000","","","pH","Total","7.2","Final","Actual"
"21NC01WQ","9/20/85","11:00:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","6","Final","Actual"
"21NC01WQ","8/26/85","11:25:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.84","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","200","Final","Actual"
"21NC01WQ","1/26/78","9:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","82.4","Final","Calculated"
"21NC01WQ","2/23/84","11:30:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.16","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Flow"," ","16","Final","Actual"
"21NC01WQ","9/22/75","0:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","60","Final","Calculated"
"21NC01WQ","8/28/68","12:40:00","","","21NC01WQ-J1330000","","","Alkalinity, total","Total","97","Final","Actual"
"21NC01WQ","3/25/75","13:45:00","","","21NC01WQ-J1330000","","","Biochemical oxygen demand, standard conditions","Total","7.1","Final","Actual"
"21NC01WQ","3/25/75","13:45:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","84","Final","Calculated"
"21NC01WQ","3/25/75","13:45:00","","","21NC01WQ-J1330000","","","Temperature, water"," ","59.9","Final","Calculated"
"21NC01WQ","1/11/89","14:45:00","","","21NC01WQ-J1330000","","","Flow"," ","17","Final","Actual"
"21NC01WQ","1/5/84","11:15:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","2.5","Final","Actual"
"21NC01WQ","11/25/91","13:30:00","","","21NC01WQ-J1330000","","","Turbidity","Total","2.7","Final","Actual"
"21NC01WQ","9/26/91","10:25:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7.2","Final","Actual"
"21NC01WQ","3/28/80","12:45:00","","","21NC01WQ-J1330000","","","Specific conductance"," ","260","Final","Actual"
"21NC01WQ","11/12/85","11:35:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","5.6","Final","Actual"
"21NC01WQ","4/7/87","8:45:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","10","Final","Actual"
"21NC01WQ","6/21/78","11:40:00","","","21NC01WQ-J1330000","","","Specific conductance"," ","30","Final","Actual"
"21NC01WQ","12/3/79","11:25:00","","","21NC01WQ-J1330000","","","Specific conductance"," ","360","Final","Actual"
"21NC01WQ","11/23/76","0:00:00","","","21NC01WQ-J1330000","","","Turbidity","Total","30","Final","Actual"
"21NC01WQ","6/20/85","10:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","5.2","Final","Actual"
"21NC01WQ","5/16/85","11:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7","Final","Actual"
"21NC01WQ","10/19/76","11:30:00","","","21NC01WQ-J1330000","","","Turbidity","Total","40","Final","Actual"
"21NC01WQ","5/13/92","9:35:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","6.4","Final","Actual"
"21NC01WQ","8/11/92","15:07:00","","","21NC01WQ-J1330000","","","pH","Total","6.9","Final","Actual"
"21NC01WQ","12/15/83","11:00:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","3.5","Final","Actual"
"21NC01WQ","11/17/83","11:50:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","4","Final","Actual"
"21NC01WQ","10/26/89","10:35:00","","","21NC01WQ-J1330000","","","pH","Total","7.31","Final","Actual"
"21NC01WQ","10/13/83","11:00:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","5.2","Final","Actual"
"21NC01WQ","6/18/92","15:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","69","Final","Calculated"
"21NC01WQ","3/17/86","10:50:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","2.8","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.9","Final","Actual"
"21NC01WQ","1/26/88","15:20:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","95.3","Final","Calculated"
"21NC01WQ","6/20/84","12:00:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","3.3","Final","Actual"
"21NC01WQ","10/26/84","11:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","25.9","Final","Calculated"
"21NC01WQ","3/16/88","14:20:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","12.4","Final","Actual"
"21NC01WQ","8/25/86","10:10:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","2.6","Final","Actual"
"21NC01WQ","3/27/89","13:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","9.9","Final","Actual"
"21NC01WQ","12/10/80","18:20:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","8.6","Final","Actual"
"21NC01WQ","7/25/95","14:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","8","Final","Actual"
"21NC01WQ","7/25/95","14:30:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","98.8","Final","Calculated"
"21NC01WQ","6/24/91","13:55:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","24","Final","Actual"
"21NC01WQ","8/31/95","11:30:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.05","Final","Actual"
"21NC01WQ","4/7/87","8:45:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","235","Final","Actual"
"21NC01WQ","11/9/94","15:00:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.41","Final","Actual"
"21NC01WQ","5/5/89","10:30:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","260","Final","Actual"
"21NC01WQ","7/17/89","11:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","7.1","Final","Actual"
"21NC01WQ","3/12/92","13:20:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","5.4","Final","Actual"
"21NC01WQ","8/23/88","13:30:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","8.6","Final","Actual"
"21NC01WQ","10/16/96","15:20:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.67","Final","Actual"
"21NC01WQ","2/12/85","11:40:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","55","Final","Actual"
"21NC01WQ","7/13/88","16:50:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","0.62","Final","Actual"
"21NC01WQ","1/22/85","11:40:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","211","Final","Actual"
"21NC01WQ","9/22/80","13:10:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","3.7","Final","Actual"
"21NC01WQ","11/17/93","15:45:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.12","Final","Actual"
"21NC01WQ","6/21/78","11:40:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","4","Final","Actual"
"21NC01WQ","3/26/90","10:55:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","12","Final","Actual"
"21NC01WQ","7/23/86","10:40:00","","","21NC01WQ-J1330000","","","pH","Total","7.4","Final","Actual"
"21NC01WQ","3/16/81","14:15:00","","","21NC01WQ-J1330000","","","pH","Total","7.2","Final","Actual"
"21NC01WQ","8/25/86","10:10:00","","","21NC01WQ-J1330000","","","Specific conductance","Total","322","Final","Actual"
"21NC01WQ","11/27/79","10:15:00","","","21NC01WQ-J1330000","","","Phosphate-phosphorus as P","Total","0.57","Final","Actual"
"21NC01WQ","6/28/95","9:45:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.11","Final","Actual"
"21NC01WQ","8/31/70","14:52:00","","","21NC01WQ-J1330000","","","Dissolved oxygen saturation","Dissolved","66","Final","Calculated"
"21NC01WQ","11/3/77","0:00:00","","","21NC01WQ-J1330000","","","Dissolved oxygen (DO)","Dissolved","3.6","Final","Actual"
"21NC01WQ","9/26/91","10:25:00","","","21NC01WQ-J1330000","","","pH","Total","6.68","Final","Actual"
"21NC01WQ","5/7/87","9:30:00","","","21NC01WQ-J1330000","","","Alkalinity, total","Total","140","Final","Actual"
"21NC01WQ","8/14/89","13:50:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","15","Final","Actual"
"21NC01WQ","6/25/96","9:15:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.09","Final","Actual"
"21NC01WQ","5/28/96","15:10:00","","","21NC01WQ-J1330000","","","Ammonia-nitrogen as N","Total","0.12","Final","Actual"
"21NC01WQ","11/18/92","15:10:00","","","21NC01WQ-J1330000","","","Inorganic nitrogen (nitrate and nitrite) as N","Total","18","Final","Actual"
