"OrganizationIdentifier","ActivityStartDate","ActivityStartTime.Time","ActivityEndDate","ActivityEndTime.Time","MonitoringLocationIdentifier","HydrologicEvent","HydrologicCondition","CharacteristicName","ResultSampleFractionText","ResultMeasureValue","ResultStatusIdentifier","ResultValueTypeName"
"21NC02WQ",1997-09-24,"14:43:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","50","Final","Actual"
"21NC02WQ",1998-12-03,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",1999-01-11,"15:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ",1999-05-10,"14:35:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ",1997-04-16,"14:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","20","Final","Actual"
"21NC02WQ",1997-07-30,"15:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ",1997-11-12,"14:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",2000-07-12,"10:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","30","Final","Actual"
"21NC02WQ",1999-11-08,"14:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","1","Final","Actual"
"21NC02WQ",2000-02-21,"14:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","1","Final","Actual"
"21NC02WQ",2005-06-28,"13:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","40","Final","Actual"
"21NC02WQ",2007-05-02,"12:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.5","Final","Actual"
"21NC02WQ",1997-05-14,"14:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","8","Final","Actual"
"21NC02WQ",2007-09-04,"13:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2006-11-14,"11:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","12","Final","Actual"
"21NC02WQ",2007-06-20,"12:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2007-09-20,"12:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",1999-03-04,"14:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2007-07-01,"15:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2007-10-31,"11:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2007-07-17,"11:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2007-08-01,"11:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2005-11-02,"13:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2005-10-20,"11:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2005-10-05,"13:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",1997-10-23,"16:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2001-11-06,"16:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","","Final","Actual"
"21NC02WQ",2005-12-16,"10:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","53","Final","Actual"
"21NC02WQ",2004-04-01,"11:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","110","Final","Actual"
"21NC02WQ",2005-07-28,"12:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","6.5","Final","Actual"
"21NC02WQ",2005-03-23,"13:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","130","Final","Actual"
"21NC02WQ",2005-04-18,"14:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","12","Final","Actual"
"21NC02WQ",2006-06-28,"11:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","49","Final","Actual"
"21NC02WQ",2005-01-11,"13:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","2.5","Final","Actual"
"21NC02WQ",2007-02-06,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.8","Final","Actual"
"21NC02WQ",2007-03-20,"10:40:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","18","Final","Actual"
"21NC02WQ",2005-05-17,"14:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5.2","Final","Actual"
"21NC02WQ",2005-04-03,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","27","Final","Actual"
"21NC02WQ",2005-07-14,"13:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.5","Final","Actual"
"21NC02WQ",2007-02-20,"12:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9.2","Final","Actual"
"21NC02WQ",2007-03-08,"14:25:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.5","Final","Actual"
"21NC02WQ",1997-06-23,"15:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","17","Final","Actual"
"21NC02WQ",2007-05-18,"11:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.5","Final","Actual"
"21NC02WQ",2007-06-04,"11:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","32","Final","Actual"
"21NC02WQ",2005-12-28,"12:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","13","Final","Actual"
"21NC02WQ",2005-09-23,"11:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.2","Final","Actual"
"21NC02WQ",2006-04-04,"13:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","14","Final","Actual"
"21NC02WQ",2001-02-26,"15:16:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","11","Final","Actual"
"21NC02WQ",1997-01-23,"14:45:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","7","Final","Actual"
"21NC02WQ",1997-03-13,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC02WQ",1998-08-17,"16:05:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","31","Final","Actual"
"21NC02WQ",2007-04-10,"16:55:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3.2","Final","Actual"
"21NC02WQ",2006-02-22,"12:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","7.5","Final","Actual"
"21NC02WQ",2007-04-18,"13:30:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9.2","Final","Actual"
"21NC02WQ",2000-03-27,"15:03:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ",2007-01-29,"10:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","2.8","Final","Actual"
"21NC02WQ",2005-06-16,"14:20:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4","Final","Actual"
"21NC02WQ",2005-05-04,"14:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","10","Final","Actual"
"21NC02WQ",2003-08-05,"16:10:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","13","Final","Actual"
"21NC02WQ",2000-04-24,"13:06:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","5","Final","Actual"
"21NC02WQ",1997-02-18,"15:00:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","9","Final","Actual"
"21NC02WQ",2006-01-11,"13:15:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","4.8","Final","Actual"
"21NC02WQ",2002-08-12,"14:50:00",NA,"","21NC02WQ-J1330000","","","Total suspended solids","Non-filterable","3","Final","Actual"
"21NC01WQ",1977-03-07,"10:00:00",NA,"","21NC01WQ-J1270000","","","Flow"," ","10","Final","Actual"
"21NC01WQ",1983-11-24,"13:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","11","Final","Actual"
"21NC01WQ",1983-11-21,"10:01:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1983-11-24,"14:00:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","69","Final","Actual"
"21NC01WQ",1983-11-21,"10:00:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","18","Final","Actual"
"21NC01WQ",1983-11-20,"17:00:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","58","Final","Actual"
"21NC01WQ",1983-11-25,"0:30:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","171","Final","Actual"
"21NC01WQ",1983-11-24,"23:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","98","Final","Actual"
"21NC01WQ",1983-11-20,"17:30:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","243","Final","Actual"
"21NC01WQ",1983-11-20,"17:15:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","195","Final","Actual"
"21NC01WQ",1983-11-28,"9:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1983-11-24,"15:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","142","Final","Actual"
"21NC01WQ",1983-11-24,"16:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","111","Final","Actual"
"21NC01WQ",1983-11-20,"16:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1983-11-20,"17:45:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","262","Final","Actual"
"21NC01WQ",1983-11-28,"9:46:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","6","Final","Actual"
"21NC01WQ",1983-11-24,"14:15:00",NA,"","21NC01WQ-J1269000","","","Flow"," ","158","Final","Actual"
